listing_id,neighborhood,host_since,superhost,host_acceptance_rate,host_total_listings,room_type,accommodates,bathrooms,bedrooms,beds,min_nights,total_reviews,avg_rating,price
2242,Union Station,3/9/2022,F,0.94,5,Entire home/apt,2,1 bath,1,1,3,31,4.48,83
2243,Capitol Hill,12/16/2016,F,0.97,5607,Entire home/apt,4,2 baths,2,2,32,1,2,277
2244,Dupont Circle,10/8/2012,T,1,14,Entire home/apt,7,1 bath,3,3,2,40,4.9,418
2247,Capitol Hill,9/9/2019,T,0.99,2,Entire home/apt,6,1 bath,2,3,2,140,4.98,332
2248,Union Station,12/10/2014,T,1,1,Entire home/apt,4,1 bath,1,2,1,76,4.97,118
2249,Georgetown,5/18/2009,F,0.99,164,Entire home/apt,5,2 baths,3,3,1,3,5,280
2253,Capitol Hill,11/2/2015,F,0.97,1986,Entire home/apt,2,1 bath,1,1,31,1,5,96
2255,Capitol Hill,7/20/2019,T,0.96,2,Entire home/apt,6,1.5 baths,2,3,1,19,4.95,188
2256,Shaw,8/16/2020,F,0.99,4,Entire home/apt,2,1 bath,,1,1,41,4.59,115
2257,Shaw,12/10/2016,F,1,3,Entire home/apt,5,2 baths,2,2,31,24,4.08,315
2258,Union Station,6/30/2016,F,0.98,2,Entire home/apt,2,1 bath,1,1,2,25,4.88,124
2259,Shaw,12/4/2012,T,0.73,1,Entire home/apt,10,3.5 baths,4,5,3,18,5,1200
2260,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,2,31,4,4.75,89
2261,Dupont Circle,10/8/2018,F,0.99,83,Private room,2,1 bath,,1,2,185,4.36,198
2262,Dupont Circle,10/8/2018,F,0.99,83,Private room,2,1 bath,,1,2,99,4.19,186
2263,Union Station,8/21/2016,T,0.99,1,Entire home/apt,2,1 bath,1,1,2,43,4.86,121
2265,Shaw,6/17/2018,T,1,1,Entire home/apt,4,1 bath,,2,1,113,4.92,103
2266,Shaw,6/22/2020,F,1,4,Entire home/apt,2,1 bath,1,2,1,32,4.72,148
2267,Union Station,3/31/2022,T,1,1,Entire home/apt,10,5 baths,5,5,4,27,4.96,550
2268,Dupont Circle,1/30/2021,T,1,8,Entire home/apt,3,1 bath,,3,30,32,4.84,103
2269,Shaw,6/30/2016,T,1,8,Entire home/apt,4,1 bath,1,2,2,64,4.95,191
2270,Shaw,10/15/2015,T,0.98,284,Entire home/apt,2,1 bath,,1,1,51,4.92,105
2271,Shaw,10/28/2013,T,0.99,16,Entire home/apt,2,1 bath,1,1,31,5,4.8,109
2272,Shaw,10/28/2013,T,0.99,16,Entire home/apt,2,1 bath,1,1,91,2,5,109
2273,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,4,1 bath,2,2,2,66,4.71,253
2274,Shaw,2/16/2016,T,1,1,Entire home/apt,4,1 bath,1,2,1,14,5,443
2278,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,2,1 bath,,1,2,86,4.81,187
2279,Capitol Hill,4/10/2016,F,0.98,1,Entire home/apt,5,1 bath,1,2,1,44,4.59,138
2283,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,2,1 bath,,1,2,86,4.93,171
2284,Capitol Hill,10/15/2015,T,0.98,284,Entire home/apt,6,1 bath,2,3,2,52,4.83,183
2285,Union Station,12/27/2017,F,1,1,Entire home/apt,4,1 bath,1,2,2,2,5,263
2286,Union Station,6/6/2016,F,1,1,Entire home/apt,4,1 bath,1,2,3,46,4.87,138
2287,Union Station,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,32,1,5,162
2288,Capitol Hill,2/8/2016,T,0.97,4,Entire home/apt,4,1 bath,2,2,2,46,4.93,168
2289,Georgetown,4/14/2022,T,1,2,Entire home/apt,3,1 bath,1,1,2,66,5,213
2290,Union Station,7/24/2014,T,1,1,Entire home/apt,2,1 bath,1,1,2,75,4.96,118
2291,Union Station,10/15/2015,T,0.98,284,Entire home/apt,2,1 bath,1,1,2,14,4.5,83
2292,Shaw,8/6/2016,T,0.87,1,Entire home/apt,2,1.5 baths,1,1,2,68,5,149
2293,Capitol Hill,6/3/2015,T,0.99,2,Entire home/apt,4,1 bath,1,2,1,53,4.89,164
2295,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,2,1 bath,,1,2,88,4.8,192
2296,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,1,17,3.24,443
2297,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,1 bath,2,3,2,33,3.64,315
2300,Shaw,2/11/2019,T,1,2,Entire home/apt,8,2 baths,4,4,2,24,4.83,650
2301,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,2,33,4.27,329
2302,Shaw,10/15/2015,T,0.98,284,Entire home/apt,2,1 bath,1,1,2,35,4.89,136
2304,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,2,31,1,5,85
2305,Capitol Hill,1/22/2016,T,1,4,Entire home/apt,6,1 bath,1,3,1,97,4.95,131
2306,Capitol Hill,11/15/2013,F,0.85,2,Entire home/apt,2,1 bath,1,1,3,7,5,110
2307,Foggy Bottom,12/12/2012,T,1,1,Entire home/apt,3,1 bath,1,2,3,37,4.92,175
2308,Shaw,10/15/2015,T,0.98,284,Entire home/apt,8,5 baths,4,4,5,22,5,659
2310,Union Station,1/27/2018,T,1,16,Entire home/apt,5,1 bath,2,3,31,16,4.69,190
2314,Dupont Circle,6/22/2020,F,1,4,Entire home/apt,3,1 bath,1,1,31,5,4.4,100
2315,Dupont Circle,7/10/2019,F,0.67,1,Entire home/apt,4,2.5 baths,2,2,2,13,4.85,350
2317,Capitol Hill,1/2/2017,T,0.99,3,Entire home/apt,6,2 baths,2,2,1,6,4.83,167
2318,Union Station,1/2/2017,T,0.99,3,Entire home/apt,10,2.5 baths,3,5,1,92,4.82,246
2326,Capitol Hill,1/9/2018,T,0.98,1,Entire home/apt,2,1 bath,1,1,2,39,4.97,138
2327,Dupont Circle,10/8/2012,T,1,14,Entire home/apt,4,1 bath,1,2,2,29,4.86,168
2328,Shaw,6/22/2020,F,1,4,Private room,1,1 private bath,,1,1,17,4.82,180
2330,Capitol Hill,2/8/2016,T,0.97,4,Entire home/apt,2,1 bath,1,1,2,28,4.96,87
2332,Dupont Circle,10/15/2015,T,0.98,284,Entire home/apt,2,1 bath,1,1,3,34,4.91,148
2333,Dupont Circle,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,2,45,4.71,120
2334,Capitol Hill,5/24/2022,T,1,1,Entire home/apt,2,1 bath,1,1,2,59,4.95,134
2335,Dupont Circle,10/8/2012,T,1,14,Entire home/apt,10,2 baths,4,6,2,31,5,602
2337,Shaw,4/23/2014,T,0.92,3,Entire home/apt,5,1 bath,2,2,2,54,4.85,220
2338,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,1,2,33,4.06,199
2339,Shaw,11/2/2015,F,0.97,1986,Entire home/apt,4,2.5 baths,2,2,31,1,5,182
2340,Union Station,4/25/2015,T,0.99,1,Entire home/apt,3,1 bath,1,2,3,33,5,141
2341,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,1,2,49,3.94,199
2343,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,1 bath,2,3,2,21,4.29,315
2344,Union Station,8/27/2014,T,1,4,Entire home/apt,6,1.5 baths,1,3,2,62,4.98,226
2345,Dupont Circle,1/13/2013,T,1,1,Entire home/apt,4,1 bath,1,2,3,22,5,215
2346,Capitol Hill,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,2,44,4.91,126
2347,Shaw,5/16/2022,F,0.84,8,Entire home/apt,4,1 bath,2,2,1,26,4.88,139
2348,Dupont Circle,4/10/2017,F,0.5,2,Entire home/apt,4,2 baths,2,2,31,1,5,155
2349,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,7,4 baths,3,5,2,8,5,595
2350,Union Station,5/16/2022,F,0.84,8,Entire home/apt,12,3.5 baths,6,6,1,1,5,660
2351,Georgetown,7/19/2017,F,0.64,6,Entire home/apt,5,1 bath,3,3,7,1,5,239
2352,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,4,1 bath,2,2,31,6,4.83,399
2354,Union Station,10/21/2014,T,1,1,Entire home/apt,6,1.5 baths,2,3,2,49,4.96,257
2356,Foggy Bottom,6/11/2022,T,0.97,2,Entire home/apt,5,2.5 baths,2,4,2,21,5,527
2357,Capitol Hill,1/15/2016,F,,1,Entire home/apt,4,1 bath,1,2,2,52,4.87,121
2358,Union Station,7/9/2012,F,0.67,1,Entire home/apt,3,1 bath,1,2,1,22,4.95,120
2359,Capitol Hill,10/24/2017,T,0.98,1,Entire home/apt,4,1 bath,1,2,1,68,4.94,184
2361,Union Station,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,32,1,5,158
2362,Union Station,12/23/2014,F,0.99,2244,Private room,2,1 bath,1,1,1,4,5,322
2364,Union Station,10/25/2016,T,0.94,1,Entire home/apt,3,1 bath,1,1,2,26,4.96,101
2365,Shaw,1/25/2016,T,1,1,Entire home/apt,2,1 bath,1,1,2,42,4.88,200
2366,Union Station,6/25/2022,T,0.97,1,Entire home/apt,2,1 bath,1,1,3,28,4.79,145
2369,Capitol Hill,6/27/2022,T,1,1,Entire home/apt,4,1 bath,1,2,2,80,4.93,149
2370,Dupont Circle,1/20/2015,T,0.99,1,Entire home/apt,2,1 bath,1,1,2,68,5,139
2371,Union Station,6/27/2022,F,1,2,Entire home/apt,5,1.5 baths,2,3,2,11,4.45,203
2373,Union Station,6/29/2022,T,0.98,3,Entire home/apt,4,1 bath,1,2,2,49,4.94,203
2374,Union Station,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,32,1,5,143
2377,Capitol Hill,11/2/2015,F,0.97,1986,Entire home/apt,2,1 bath,1,1,31,2,4,143
2378,Capitol Hill,2/10/2018,F,0.98,3,Entire home/apt,2,1 bath,1,1,1,20,5,93
2380,Shaw,6/30/2016,T,1,8,Entire home/apt,6,1.5 baths,2,2,2,58,4.91,277
2381,Capitol Hill,10/5/2013,T,1,1,Entire home/apt,4,1 bath,1,2,2,36,4.92,177
2382,Georgetown,9/20/2014,T,1,16,Entire home/apt,3,1 bath,1,2,31,78,4.85,155
2383,Georgetown,9/20/2014,T,1,16,Entire home/apt,5,1 bath,2,3,1,91,4.89,185
2384,Georgetown,9/20/2014,T,1,16,Entire home/apt,5,1 bath,2,3,1,102,4.85,198
2385,Dupont Circle,7/26/2013,F,1,2,,2,1 bath,1,1,183,2,5,111
2386,Georgetown,3/17/2020,F,0.97,2,Entire home/apt,4,2 baths,2,2,4,41,4.76,185
2389,Georgetown,7/19/2017,F,0.64,6,Entire home/apt,3,1 bath,1,4,7,6,5,198
2391,Georgetown,9/20/2014,T,1,16,Entire home/apt,5,1 bath,2,3,31,80,4.96,185
2393,Union Station,11/7/2010,F,1,3,Entire home/apt,7,2.5 baths,4,5,5,1,5,350
2398,Georgetown,3/19/2013,F,,1,Entire home/apt,2,1 bath,1,1,2,47,4.94,177
2401,Georgetown,10/15/2015,T,0.98,284,Entire home/apt,5,3 baths,3,4,31,2,5,718
2403,Shaw,8/13/2013,F,0.99,196,Entire home/apt,4,2.5 baths,2,2,4,20,4.8,370
2404,Shaw,5/14/2019,T,1,2,Entire home/apt,6,1.5 baths,2,4,2,62,5,271
2405,Union Station,12/29/2011,T,0.98,1,Entire home/apt,4,2.5 baths,2,3,3,74,4.96,299
2406,Dupont Circle,10/15/2015,T,0.98,284,Entire home/apt,8,2 baths,4,4,3,26,4.65,502
2407,Shaw,2/11/2019,T,1,2,Entire home/apt,3,1 bath,1,1,2,17,4.65,153
2408,Shaw,3/18/2017,T,1,5,Entire home/apt,10,3.5 baths,3,4,3,21,5,482
2409,Capitol Hill,4/7/2021,F,0.97,11,Entire home/apt,8,1.5 baths,3,5,3,2,4.5,564
2410,Georgetown,9/20/2014,T,1,16,Entire home/apt,5,1 bath,2,3,31,86,4.9,184
2411,Shaw,4/5/2022,F,1,1,Entire home/apt,4,1 bath,1,1,2,40,4.43,126
2412,Union Station,5/6/2013,F,1,1,Entire home/apt,4,1 bath,1,2,2,18,4.94,130
2415,Union Station,6/8/2014,F,0.41,5,Entire home/apt,2,1 bath,1,1,1,30,4.67,229
2416,Shaw,5/3/2016,T,1,3,Entire home/apt,6,2 baths,3,4,2,41,4.9,359
2417,Foggy Bottom,8/13/2013,F,0.99,196,Entire home/apt,4,2 baths,2,2,4,17,4.76,250
2420,Union Station,7/9/2012,T,1,3,Entire home/apt,4,1 bath,2,2,31,1,5,102
2422,Shaw,5/17/2021,T,0.99,2,Entire home/apt,3,1 bath,1,2,2,25,4.84,212
2423,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,1,1,5,179
2424,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,1,9,4,179
2425,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,1 bath,2,3,1,1,5,270
2426,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,1 bath,2,3,1,1,1,270
2427,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,1,3,4.67,315
2428,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,1,19,4.58,315
2430,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,2,2,1,20,4.8,302
2431,Union Station,7/17/2014,T,1,1,Entire home/apt,4,1 bath,1,2,2,52,5,164
2433,Georgetown,9/15/2018,F,0.97,64,Private room,4,1 private bath,1,2,1,4,2,193
2434,Union Station,4/18/2018,F,0.75,5,Entire home/apt,8,2.5 baths,3,2,31,1,5,200
2435,Foggy Bottom,9/15/2018,F,0.97,64,Private room,2,1 private bath,1,1,1,2,3,188
2436,Georgetown,8/26/2022,F,0.7,1,Entire home/apt,6,1.5 baths,3,3,3,7,4.86,657
2437,Georgetown,4/14/2022,T,1,2,Entire home/apt,3,1 bath,,1,2,18,5,199
2438,Dupont Circle,4/6/2011,T,0.99,193,Entire home/apt,2,1 bath,1,1,1,41,4.63,185
2440,Georgetown,3/4/2017,T,1,3,Entire home/apt,6,1 bath,2,2,1,39,4.72,233
2445,Capitol Hill,5/18/2009,F,0.99,164,Entire home/apt,6,2.5 baths,3,4,1,7,5,294
2446,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,1,52,4.15,170
2447,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,1,1,5,179
2448,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,1,1,5,315
2450,Union Station,5/9/2016,F,1,1,Entire home/apt,3,1 bath,1,2,2,4,5,85
2451,Shaw,5/14/2019,T,1,2,Entire home/apt,4,1 bath,1,2,2,36,4.97,121
2455,Shaw,7/14/2022,F,1,40,Entire home/apt,6,1 bath,2,2,1,8,4.25,249
2459,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,31,17,4.82,269
2461,Union Station,4/6/2011,T,0.99,193,Entire home/apt,4,1 bath,2,2,2,38,4.92,187
2462,Dupont Circle,6/17/2016,F,1,1,Entire home/apt,4,1 bath,1,2,2,2,4.5,286
2463,Capitol Hill,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,3,31,1,5,200
2464,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,31,90,4.4,315
2466,Union Station,9/30/2016,F,1,1,Entire home/apt,2,1 bath,1,1,2,11,5,121
2467,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,1,10,4.7,170
2468,Shaw,5/3/2016,T,1,3,Entire home/apt,6,2 baths,3,4,2,21,4.95,446
2469,Shaw,12/31/2015,F,0.97,1,Entire home/apt,2,1 bath,1,1,2,35,4.97,138
2470,Union Station,10/1/2022,T,0.97,1,Entire home/apt,4,1 bath,1,1,2,50,5,115
2471,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,1,2,5,179
2474,Union Station,6/2/2015,T,0.95,1,Entire home/apt,3,1 bath,1,1,2,29,4.93,198
2475,Union Station,6/5/2013,T,1,1,Entire home/apt,4,2 baths,2,2,2,27,5,200
2477,Shaw,10/9/2022,F,0.99,2,Entire home/apt,5,2.5 baths,2,2,3,19,5,251
2478,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,2,6,4.83,525
2479,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,2,1,4,223
2482,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,31,24,4.71,150
2483,Dupont Circle,4/6/2011,T,0.99,193,Entire home/apt,6,2.5 baths,3,3,2,20,4.65,368
2484,Shaw,5/16/2022,F,0.84,8,Entire home/apt,8,2 baths,4,4,1,13,4.85,271
2485,Union Station,12/27/2015,T,0.92,1,Entire home/apt,4,1 bath,1,1,2,32,4.94,148
2487,Shaw,1/16/2020,T,0.97,2,Entire home/apt,4,1 bath,1,2,2,36,5,248
2489,Shaw,11/2/2015,F,0.97,1986,Entire home/apt,2,1 bath,1,1,31,1,5,127
2491,Dupont Circle,5/18/2015,T,0.99,5,Entire home/apt,6,1 bath,2,3,2,21,4.95,226
2492,Dupont Circle,5/18/2015,T,0.99,5,Entire home/apt,10,2.5 baths,4,7,2,26,5,686
2493,Dupont Circle,6/28/2012,F,1,3,Entire home/apt,2,1 bath,,1,1,11,4.82,115
2494,Capitol Hill,1/6/2016,T,1,2,Entire home/apt,4,1 bath,2,2,5,1,5,250
2495,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,2,7,4.14,195
2496,Union Station,10/15/2015,T,0.98,284,Entire home/apt,7,2.5 baths,4,5,2,21,4.71,212
2497,Georgetown,11/8/2022,T,0.99,1,Entire home/apt,3,1 bath,1,2,2,38,4.89,235
2500,Shaw,10/9/2022,F,0.99,2,Entire home/apt,4,1 bath,1,2,3,26,4.77,155
2501,Shaw,10/15/2015,T,0.98,284,Entire home/apt,6,1 bath,2,3,3,24,4.88,204
2502,Union Station,6/27/2022,F,1,2,Entire home/apt,5,1.5 baths,2,3,2,8,4.5,240
2504,Union Station,7/11/2022,F,0.99,2,Entire home/apt,7,2 baths,2,3,2,9,3.89,193
2510,Foggy Bottom,8/13/2013,F,0.99,196,Entire home/apt,4,2 baths,2,2,4,11,4.55,335
2512,Union Station,11/27/2022,F,0.99,17,Entire home/apt,3,1 bath,1,1,2,13,4.54,185
2514,Capitol Hill,12/7/2014,T,1,3,Entire home/apt,4,1.5 baths,2,2,3,30,4.83,160
2516,Capitol Hill,5/15/2014,F,1,5,Entire home/apt,5,2.5 baths,3,4,4,14,5,305
2517,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,2,31,1,4,95
2518,Capitol Hill,1/27/2014,F,0.98,109,Entire home/apt,6,3.5 baths,2,3,1,28,4.75,296
2520,Foggy Bottom,5/3/2020,F,0.75,2,Entire home/apt,3,1 bath,1,1,1,1,5,200
2521,Capitol Hill,6/27/2017,F,1,1,Entire home/apt,6,1.5 baths,3,3,2,21,4.95,401
2522,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,31,3,4,195
2523,Union Station,4/6/2011,T,0.99,193,Entire home/apt,8,3.5 baths,3,4,2,13,4.77,519
2525,Dupont Circle,5/2/2016,T,0.88,2,Entire home/apt,8,2.5 baths,3,6,1,28,5,550
2526,Dupont Circle,5/2/2016,T,0.88,2,Entire home/apt,4,1 bath,1,3,1,1,5,200
2529,Shaw,9/15/2009,F,0.89,4,Entire home/apt,4,1 bath,1,1,31,1,5,120
2531,Union Station,10/15/2015,T,0.98,284,Entire home/apt,4,1 bath,1,2,31,15,5,102
2532,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,1,31,1,2,80
2533,Georgetown,10/15/2015,T,0.98,284,Entire home/apt,7,3.5 baths,4,4,3,13,5,657
2534,Union Station,7/11/2017,F,0.91,2,Entire home/apt,2,1.5 baths,1,1,3,11,4.91,189
2535,Shaw,12/15/2022,T,1,1,Entire home/apt,3,1 bath,1,2,2,13,5,167
2536,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,31,47,4.43,179
2537,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,1,1,4,179
2538,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,1,1,1,187
2539,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,31,15,4.53,187
2541,Georgetown,12/19/2022,F,0.94,1,Entire home/apt,3,1 bath,1,2,2,22,5,256
2546,Dupont Circle,6/8/2015,T,0.98,3,Entire home/apt,2,1 bath,,2,31,20,4.65,110
2547,Union Station,11/27/2022,F,0.99,17,Entire home/apt,4,2.5 baths,2,2,1,22,4.27,205
2548,Union Station,12/20/2022,T,1,1,Entire home/apt,3,1 bath,1,1,2,25,4.88,111
2549,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,2,31,1,5,90
2550,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,1,31,1,5,90
2553,Union Station,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,1,31,1,4,90
2554,Union Station,4/30/2018,F,0.99,11,Entire home/apt,2,1 bath,1,1,1,22,4.41,107
2555,Union Station,4/30/2018,F,0.99,11,Entire home/apt,3,1 bath,1,1,1,23,4.17,115
2556,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,,2,2,18,4.89,229
2557,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,2,20,4.8,142
2558,Union Station,8/27/2014,T,1,4,Entire home/apt,6,3 baths,3,4,3,20,4.95,351
2561,Union Station,10/19/2014,T,0.97,7,Entire home/apt,7,2 baths,2,4,1,4,5,394
2565,Union Station,9/2/2013,F,1,14,Entire home/apt,8,2.5 baths,3,4,2,19,5,375
2568,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,2,1,5,195
2569,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,2,2,4,195
2570,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,1,2,1,5,199
2571,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,1,2,1,4,199
2572,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,1 bath,2,3,2,2,2,315
2573,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,2,1,3,329
2574,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,2,1,5,329
2576,Shaw,7/14/2022,F,1,40,Entire home/apt,6,1 bath,2,2,1,10,4.5,269
2577,Shaw,7/14/2022,F,1,40,Entire home/apt,6,1 bath,2,2,1,12,4.25,259
2578,Capitol Hill,1/16/2023,T,1,1,Entire home/apt,4,1 bath,1,2,2,24,5,193
2582,Shaw,2/24/2020,T,0.99,6,Entire home/apt,4,2 baths,1,2,2,15,4.93,400
2583,Capitol Hill,12/14/2016,F,,1,Entire home/apt,3,1 bath,1,2,4,7,4.57,130
2585,Georgetown,8/17/2011,F,1,1,Entire home/apt,3,1 bath,1,2,3,2,5,150
2586,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,31,11,4.91,98
2587,Shaw,3/18/2017,T,1,5,Entire home/apt,12,5 baths,4,5,3,10,5,549
2588,Union Station,1/29/2023,F,1,1,Entire home/apt,4,1 bath,1,2,2,18,5,110
2589,Union Station,9/5/2016,F,1,2,Entire home/apt,2,1 bath,,1,1,2,5,95
2591,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,1,17,4.41,170
2592,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,1,8,4.5,170
2593,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,1,3,4.33,179
2594,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,1,2,4.5,179
2595,Shaw,7/29/2016,T,1,3,Entire home/apt,4,2 baths,2,2,31,1,5,203
2596,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,1,2,3,179
2597,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,1,10,4.6,179
2598,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,1,7,4,179
2602,Union Station,2/3/2023,F,1,1,Entire home/apt,4,1 bath,1,2,2,16,4.94,175
2605,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,1,6,4.83,315
2606,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,1,2,5,315
2607,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,1,5,4.2,315
2608,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,1,2,5,315
2609,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,5,2 baths,2,3,1,3,4.33,315
2610,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,1,8,4.5,170
2612,Capitol Hill,5/24/2018,F,1,1,Entire home/apt,4,1 bath,1,2,3,21,5,175
2614,Capitol Hill,8/18/2017,F,0.76,51,Shared room,5,1 shared bath,,6,1,5,4.6,34
2618,Capitol Hill,8/5/2019,F,0.91,1,Entire home/apt,2,1 bath,1,1,2,11,4.91,125
2619,Union Station,1/5/2016,F,0.98,30,Entire home/apt,8,2 baths,3,4,1,12,4.83,204
2620,Union Station,2/20/2023,F,0.98,1,Entire home/apt,6,2 baths,3,3,2,16,4.56,253
2623,Capitol Hill,12/20/2015,F,,9,Entire home/apt,2,1 bath,1,1,3,4,5,150
2624,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,31,2,4.5,231
2625,Capitol Hill,2/5/2013,F,0.95,5,Entire home/apt,4,2.5 baths,2,2,4,2,5,571
2626,Union Station,8/3/2016,F,1,1,Entire home/apt,4,1 bath,1,1,2,16,5,159
2627,Georgetown,10/24/2014,F,0.99,3,Entire home/apt,6,2.5 baths,2,2,3,8,4.75,400
2628,Georgetown,10/24/2014,F,0.99,3,Entire home/apt,6,2.5 baths,2,2,3,6,4.67,400
2629,Union Station,3/24/2017,F,0.99,1894,Entire home/apt,9,3 baths,4,5,2,12,4.67,429
2631,Capitol Hill,12/6/2017,T,1,2,Entire home/apt,4,1.5 baths,2,3,1,19,4.95,145
2632,Georgetown,2/4/2017,F,1,21,Entire home/apt,10,3 baths,5,4,3,5,4.4,529
2635,Union Station,7/24/2016,F,1,1,Entire home/apt,2,1 bath,1,1,2,14,5,99
2636,Union Station,9/16/2016,F,0.92,444,Entire home/apt,3,1 bath,1,2,1,1,4,221
2637,Union Station,10/14/2013,F,0.95,513,,5,2 baths,2,3,1,2,3,350
2638,Union Station,12/19/2017,F,0.99,271,,5,2 baths,2,3,1,1,2,408
2639,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,1,4,4.25,170
2640,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,1,16,4.31,170
2641,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,1,1,4,170
2642,Union Station,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,1,3,5,170
